business_id,total_review_count,fake_review_count,real_review_count,avg_stars,adj_avg_stars,fake_review_pct,stars_delta,metro,name,state,zipcode,categories
6p1AtR2vxewucihRtkqyfA,8,2,6,4.5,4.33,0.25,0.16999999999999993,Nashville,Babe Beauty Bar,TN,37067,"Hair Salons, Hair Removal, Makeup Artists, Waxing, Beauty & Spas"
6pKEk26iNAhR1upvp1nwjw,18,6,12,4.11,4.08,0.33,0.03000000000000025,Indianapolis,Moodys Butcher Shop,IN,46256,"Food, Meat Shops, Butcher, Specialty Food, Seafood, Restaurants"
6pmFo4zyeap__Tb1Rj-4ow,14,3,11,2.43,2.82,0.21,-0.3899999999999997,Nashville,Maki of Japan,TN,37214,"Restaurants, Japanese"
6pt7H9LD2K7vWp81INXrmA,11,3,8,4.73,4.62,0.27,0.11000000000000032,Indianapolis,Alpine Maintenance Group,IN,46220,"Home Services, Air Duct Cleaning, Local Services, Environmental Abatement, Insulation Installation, Heating & Air Conditioning/HVAC"
6qE4dcce6bnadneAdtmikQ,8,3,5,2.38,3.2,0.38,-0.8200000000000003,Nashville,America's Motor Sports,TN,37115,"Automotive, Motorsport Vehicle Repairs, Motorcycle Dealers, Motorcycle Gear, Shopping"
6qEUh9w73xToxYsZ0Wmv_A,80,25,55,4.76,4.65,0.31,0.10999999999999943,Nashville,Super Express Lube,TN,37067,"Auto Repair, Automotive, Tires, Oil Change Stations"
6qMyNXxdNOdsmeq-0L-Umw,6,2,4,3.17,4.0,0.33,-0.8300000000000001,Indianapolis,Trader Buck's Flea Market,IN,46122,"Fashion, Flea Markets, Used, Vintage & Consignment, Shopping"
6qUDZe02qyNi-q9DTQgOmQ,6,2,4,4.5,5.0,0.33,-0.5,Nashville,West End Smoke Shop,TN,37232,"Shopping, Head Shops, Tobacco Shops, Vape Shops"
6qfdLP7dEeGkvJnTIEqCjQ,5,2,3,4.6,4.33,0.4,0.2699999999999996,Indianapolis,Five Below,IN,46227,"Shopping, Discount Store, Toy Stores"
6qiBFWh4zQXTcac4KzvYTQ,6,1,5,3.67,3.4,0.17,0.27,Indianapolis,Hollywood Bar & Filmworks,IN,46225,"Bars, Cinema, Restaurants, Nightlife, Arts & Entertainment"
6r-xTMXlZc6-ZfOzHF9p3Q,8,3,5,5.0,5.0,0.38,0.0,Nashville,Six One Five Hair Co.,TN,37212,"Hair Salons, Men's Hair Salons, Beauty & Spas, Barbers"
6r2o88oVRabZ8KW80mOMNg,48,19,29,4.12,4.31,0.4,-0.1899999999999995,Nashville,Asurion Tech Repair & Solutions,TN,37212,"Data Recovery, Mobile Phone Repair, Electronics Repair, Mobile Phone Accessories, IT Services & Computer Repair, Shopping, Local Services"
6r4RCIpmFbvRGQK9gBnN4A,5,0,5,3.8,3.8,0.0,0.0,Indianapolis,O'Gara's Irish Pub,IN,46107,"Pubs, Bars, Nightlife"
6rC-yu4BBMfPuacFQHveIQ,40,8,32,1.5,1.59,0.2,-0.09000000000000008,Indianapolis,Walmart Supercenter,IN,46268,"Department Stores, Shopping, Discount Store, Grocery, Tires, Electronics, Automotive, Drugstores, Food, Fashion, Mobile Phones"
6rHkbnusEXuRR0ep4QNIbg,11,2,9,3.73,3.89,0.18,-0.16000000000000014,Indianapolis,The Art of Shaving,IN,46240,"Beauty & Spas, Shopping, Cosmetics & Beauty Supply, Barbers"
6rTE6p18t3efMYDUKTyzQQ,60,4,56,4.13,4.14,0.07,-0.009999999999999787,Nashville,Rocket Fizz,TN,37219,"Food, Specialty Food, Candy Stores, Desserts"
6s7qBoW3RP0EKpSbwf8Tbw,46,10,36,4.74,4.69,0.22,0.04999999999999982,Indianapolis,Pho 88,IN,46112,"Restaurants, Vietnamese"
6sFPuGkA_Rc__JW4AkZW_g,10,7,3,2.7,3.33,0.7,-0.6299999999999999,Nashville,Don Wood Plumbing,TN,37064,"Shopping, Home Services, Nurseries & Gardening, Plumbing, Home & Garden, Heating & Air Conditioning/HVAC"
6snpj9x79fIk3AxQ1mIwlQ,10,3,7,2.7,2.29,0.3,0.41000000000000014,Nashville,Brentwood Rental & Sales,TN,37206,"Local Services, Shopping, Building Supplies, Home Services, Home & Garden, Hardware Stores, Propane"
6sq4hXTcGOYErfU5ejE45w,15,1,14,3.6,3.79,0.07,-0.18999999999999995,Nashville,Paul Mitchell The School,TN,37013,"Skin Care, Hair Salons, Specialty Schools, Beauty & Spas, Cosmetology Schools, Education"
6suVBdNxnZwz03zulZPybg,7,6,1,4.43,5.0,0.86,-0.5700000000000003,Nashville,Joy Marie Studios,TN,37027,"Event Planning & Services, Session Photography, Boudoir Photography, Event Photography, Photographers, Professional Services"
6swOvsLu1EgX8HCF5gCQmg,28,4,24,3.43,3.5,0.14,-0.06999999999999984,Indianapolis,J's Lobster Food Truck,IN,46202,"Seafood, Restaurants, Food Trucks, Food"
6t3zWNWQKLVUHUuFp5dpDQ,32,2,30,4.78,4.77,0.06,0.010000000000000675,Indianapolis,Dry Bones Mud House,IN,46225,"Food, Coffee & Tea, Restaurants, Cafes"
6tN5RIPOH49PhVErcU9Iug,17,1,16,4.06,4.25,0.06,-0.1900000000000004,Indianapolis,Kroger,IN,46143,"Grocery, Food"
6tfH-0BnhzDc29p712rUUg,25,2,23,1.88,1.96,0.08,-0.08000000000000007,Indianapolis,McDonald's,IN,46231,"Food, Coffee & Tea, Fast Food, Burgers, Restaurants"
6tkOpBCHKfhkNXXier4S-w,34,21,13,2.74,3.08,0.62,-0.33999999999999986,Indianapolis,Ace Rent-A Car,IN,46241,"Parking, Automotive, Hotels & Travel, Car Rental"
6uASxEiSxPJ7chZQaCHn-g,12,1,11,5.0,5.0,0.08,0.0,Indianapolis,Lemon Tree Cookies,IN,46203,"Bakeries, Specialty Food, Food, Shopping, Desserts, Flowers & Gifts"
6uJUJe5Le7UYr7R1mbiTkA,17,4,13,1.94,2.23,0.24,-0.29000000000000004,Nashville,Jack in the Box,TN,37115,"Tacos, Burgers, Breakfast & Brunch, Restaurants, Fast Food, Mexican"
6uQRXjf2cIS-dB1yS0jkDQ,5,1,4,2.2,1.5,0.2,0.7000000000000002,Indianapolis,St Francis Hospital & Health Centers,IN,46203,
6vACCoS2jLHev6bViHLq5A,16,6,10,4.75,5.0,0.38,-0.25,Nashville,Very Aesthetic Skin + Brows,TN,37067,"Makeup Artists, Skin Care, Beauty & Spas, Eyelash Service, Threading Services, Hair Removal, Waxing, Permanent Makeup"
6vLzKfms128nygOffzdXnQ,91,25,66,2.9,3.09,0.27,-0.18999999999999995,Nashville,Hibachi Grill & Supreme Buffet,TN,37211,"Buffets, Chinese, Japanese, Restaurants"
6vN4QkgRNM7JT_HH15QFyw,12,5,7,4.5,4.71,0.42,-0.20999999999999996,Indianapolis,Peterman's Tire Center,IN,46203,"Auto Parts & Supplies, Tires, Automotive"
6veodsSHIJLVW9dOA_04tA,34,5,29,3.79,3.97,0.15,-0.18000000000000016,Nashville,New China,TN,37067,"Cantonese, Chinese, Restaurants, Szechuan"
6vzym42D98SmgnvKYUED9g,23,12,11,2.96,2.91,0.52,0.04999999999999982,Nashville,Baymont Inn & Suites,TN,37027,"Hotels, Hotels & Travel, Event Planning & Services"
6wJUKFqSc6M-3K8CGXuRZw,9,0,9,4.44,4.44,0.0,0.0,Nashville,Rymer Gallery,TN,37208,"Art Galleries, Shopping, Arts & Entertainment"
6wp1LkHP6YzUMj7qt010sA,73,21,52,2.1,2.33,0.29,-0.22999999999999998,Indianapolis,Pizza King,IN,46112,"Pizza, Restaurants"
6wzg18gopOI6tnj-7ElgMA,37,1,36,4.22,4.31,0.03,-0.08999999999999986,Indianapolis,Sure Shot Coffee,IN,46038,"Coffee & Tea, Food"
6x6rR-SErwOo3xF2AzXVHA,395,15,380,4.48,4.55,0.04,-0.0699999999999994,Indianapolis,Newfields: A Place for Nature and the Arts,IN,46208,"Shopping, Art Galleries, Venues & Event Spaces, Event Planning & Services, Active Life, Museums, Art Museums, Botanical Gardens, Arts & Entertainment, Parks"
6xJ_dAZ5yjj4RXe-zw3_Xw,6,1,5,4.33,4.2,0.17,0.1299999999999999,Indianapolis,In-Motion RV Service,IN,46268,"RV Rental, RV Repair, Automotive, Hotels & Travel"
6xS8kItlMKI9eCwviIvjwg,150,27,123,4.25,4.26,0.18,-0.009999999999999787,Indianapolis,Fresco Italian Cafe on the Canal,IN,46204,"Italian, Beer Bar, Bars, American (New), Nightlife, Wine Bars, Cafes, Restaurants"
6xk_4fNM4mUccdOYN9Glew,6,4,2,3.5,2.0,0.67,1.5,Nashville,Icon In the Gulch,TN,37203,"Apartments, Property Management, Home Services, Real Estate"
6xlO5IP1G61JQAxlydbdQA,19,4,15,4.68,4.6,0.21,0.08000000000000007,Indianapolis,Fishers Do it Center,IN,46038,"Home & Garden, Hardware Stores, Contractors, Door Sales/Installation, Shopping, Keys & Locksmiths, Interior Design, Nurseries & Gardening, Building Supplies, Home Services, Paint Stores"
6xnEDdI8dV-SBOCVNz4Esw,17,5,12,3.18,3.42,0.29,-0.23999999999999977,Nashville,Supercuts,TN,37027,"Men's Hair Salons, Cosmetics & Beauty Supply, Beauty & Spas, Hair Salons, Shopping, Barbers, Hair Stylists"
6xppG-xN7Q6uU1r3gfTUmQ,6,2,4,4.33,5.0,0.33,-0.6699999999999999,Indianapolis,Armor Air,IN,46241,"Electricians, Heating & Air Conditioning/HVAC, Home Services, Lighting Fixtures & Equipment, Plumbing"
6xvBd0qBwgqC5EKt2aLTAA,66,9,57,3.77,3.72,0.14,0.04999999999999982,Nashville,China Panda,TN,37221,"Chinese, Restaurants"
6xy-roo9Atud4gMMbLCQwA,8,4,4,4.0,4.0,0.5,0.0,Nashville,"Joseph P. Wiggs, DDS",TN,37203,"Dentists, Health & Medical, General Dentistry"
6xzI0yNPXI5POpjoN7po0Q,73,7,66,3.53,3.64,0.1,-0.11000000000000032,Nashville,Urban Flats Flatbread & Wine Co.,TN,37203,"Wine Bars, Nightlife, Bars, Restaurants"
6yNriCARM8pgIsZAiudZ4g,23,3,20,4.09,3.95,0.13,0.13999999999999968,Nashville,Valvoline Instant Oil Change,TN,37211,"Automotive, Oil Change Stations"
6yqH46TMr4GfE9lHR_iDFw,7,2,5,2.57,2.8,0.29,-0.22999999999999998,Nashville,Orleans Avenue,TN,37203,"Cajun/Creole, Restaurants"
6zKy6uG013dOXbe5nJzehg,6,2,4,3.33,3.25,0.33,0.08000000000000007,Nashville,The Little Cottage Children's Shoppe,TN,37064,"Shopping, Fashion, Children's Clothing, Accessories, Shoe Stores, Toy Stores"
6zRdoatc7DcuLDYF5E05NQ,9,7,2,1.67,2.0,0.78,-0.33000000000000007,Nashville,Apex Ventures,TN,37211,"Real Estate Services, Real Estate, Home Services, Property Management, Commercial Real Estate"
6zZw9vpk_jNDZlGV1R3LrA,35,4,31,3.2,3.35,0.11,-0.1499999999999999,Nashville,Guadalajara Mexican,TN,37146,"Mexican, Restaurants, Food"
6zoj9_GOPWloZ0VWp9wRSw,14,3,11,2.36,2.73,0.21,-0.3700000000000001,Nashville,Columbia Southern Hills Medical Center,TN,37211,"Health & Medical, Local Flavor, Hospitals, Emergency Rooms, Urgent Care, Doctors, Medical Centers"
6zshiNpLy5LGBiQaSmBsnQ,5,2,3,2.8,2.67,0.4,0.1299999999999999,Indianapolis,AutoZone Auto Parts,IN,46254,"Automotive, Auto Parts & Supplies"
7-1xgfYFhZJ5YI2et-kvpA,11,3,8,4.82,4.75,0.27,0.07000000000000028,Nashville,Look East,TN,37206,"Optometrists, Eyewear & Opticians, Health & Medical, Shopping"
7-5eljD7oqIdLYU5_sqpqA,76,7,69,3.47,3.46,0.09,0.010000000000000231,Indianapolis,Noble Roman's Craft Pizza & Pub,IN,46032,"Pubs, Bars, Nightlife, Restaurants, Pizza"
7-8FfqERmzMpbzU_zuMswQ,52,11,41,4.92,4.9,0.21,0.019999999999999574,Nashville,Nashville Pet Products,TN,37211,"Pet Stores, Pets"
7-Bpbz-l2Y7zAaj96JlJKQ,15,0,15,4.87,4.87,0.0,0.0,Indianapolis,Artisano's Olive Oil & Spices,IN,46240,"Shopping, Specialty Food, Local Flavor, Food, Herbs & Spices"
7-l9VH3t77t6jIYbPfCW2w,6,1,5,3.67,3.4,0.17,0.27,Indianapolis,Van Rooy Properties,IN,46202,"Apartments, Home Services, Property Management, Real Estate, Real Estate Agents"
7-wLqXZTDdn0mYncyMzcRQ,21,6,15,4.48,4.27,0.29,0.21000000000000085,Indianapolis,Maru Studio,IN,46236,"Karaoke, Bars, Nightlife, Restaurants, Korean"
708t5yM8F4MqboB95IOLkw,5,1,4,5.0,5.0,0.2,0.0,Nashville,J.J. Ashley's,TN,37064,"Home Decor, Arts & Entertainment, Shopping, Home Services, Antiques, Art Galleries, Home & Garden, Interior Design"
70E58j2K8HW6b7lH8WgV7Q,9,1,8,3.67,4.0,0.11,-0.33000000000000007,Indianapolis,Jiffy Lube,IN,46229,"Auto Repair, Oil Change Stations, Automotive, Windshield Installation & Repair"
70QYk-1G2iFDldK2j5AADQ,70,27,43,3.83,3.67,0.39,0.16000000000000014,Nashville,Park 'N Fly Nashville,TN,37214,"Parking, Hotels & Travel, Airport Shuttles, Transportation, Automotive"
70Sktqfxq5HHhowpB0PKEQ,102,63,39,3.2,3.18,0.62,0.020000000000000018,Nashville,Baymont by Wyndham Nashville Airport,TN,37214,"Event Planning & Services, Hotels & Travel, Hotels"
70cmHRJV3n5FHcspHUQ-IQ,18,6,12,4.28,4.08,0.33,0.20000000000000018,Indianapolis,Artistic Skin Designs & Body Piercing,IN,46227,"Tattoo, Piercing, Beauty & Spas"
70eNqVzfERI9MHfj6Dzlkw,30,6,24,3.13,3.67,0.2,-0.54,Nashville,Las Fajitas Mexican Restaurant,TN,37217,"Restaurants, Mexican"
711A9edz8xeJ0LLZAMhZmw,33,11,22,3.85,4.14,0.33,-0.2899999999999996,Nashville,Edmondson Pike Family Practice & Walk-in Clinic,TN,37211,"Medical Centers, Doctors, Family Practice, Health & Medical"
71Wvhe8EZDovnzHIRMr0hA,28,10,18,3.57,4.11,0.36,-0.5400000000000005,Nashville,Dippity Do Dog,TN,37211,"Pet Services, Pet Groomers, Pets"
71_CH5NH6kpl32lTdXtayA,6,3,3,5.0,5.0,0.5,0.0,Nashville,Woodcuts Gallery & Framing,TN,37208,"Home & Garden, Arts & Crafts, Arts & Entertainment, Framing, Home Decor, Art Galleries, Shopping, Hotels & Travel, Art Tours, Tours"
71auHh4HQ4U-MFdaajahhQ,111,30,81,2.7,2.65,0.27,0.050000000000000266,Nashville,La Hacienda Mexican Restaurant,TN,37214,"Event Planning & Services, Mexican, Tex-Mex, Restaurants, Caterers"
71m8HSxa5T9x1GZULMJ8Zw,26,4,22,4.65,4.59,0.15,0.0600000000000005,Indianapolis,Dammann's Garden Company,IN,46237,"Home & Garden, Landscaping, Home Services, Shopping, Nurseries & Gardening"
71uJhpJD4RFjzr8kgzRaqw,66,18,48,3.41,3.27,0.27,0.14000000000000012,Indianapolis,The Knuckle Sandwich,IN,46151,"American (New), Restaurants, Sandwiches"
720J1v3TX-J95cdTJbCpKA,220,43,177,3.45,3.67,0.2,-0.21999999999999975,Nashville,Ninki,TN,37205,"Sushi Bars, Steakhouses, Restaurants, Japanese"
72Vrhf0cLnr1zdata6hshA,10,3,7,2.6,2.71,0.3,-0.10999999999999988,Indianapolis,Pizza Hut,IN,46163,"Restaurants, Pizza, Italian, Fast Food, Chicken Wings"
72Y65Cg8MO1t9cWCHpwEQQ,42,5,37,4.38,4.3,0.12,0.08000000000000007,Indianapolis,Fresco Italian Sandwich Shoppe,IN,46204,"Italian, Sandwiches, Soup, Restaurants"
72dtOiavcQ3yyAfa3WSFWg,11,4,7,4.09,4.14,0.36,-0.04999999999999982,Nashville,Sun & Ski Sports,TN,37216,"Home & Garden, Fashion, Sporting Goods, Bikes, Ski & Snowboard Shops, Furniture Stores, Shoe Stores, Shopping"
72slZWLQlYUHzlt4HCmilQ,10,1,9,5.0,5.0,0.1,0.0,Indianapolis,Simply Sweet Sugaring,IN,46184,"Sugaring, Beauty & Spas, Hair Removal"
73ABQ623gNDnk4AZDNN-7A,16,0,16,4.06,4.06,0.0,0.0,Nashville,Phoenix Flea Market,TN,37138,"Used, Vintage & Consignment, Antiques, Fashion, Shopping"
73E_VdZybh7eqGNfWD5rKQ,33,20,13,1.76,1.77,0.61,-0.010000000000000009,Indianapolis,Providence at Old Meridian,IN,46032,"Real Estate, Apartments, Home Services"
73SBw4e6ntvfJdH2I3NV1w,109,15,94,3.46,3.47,0.14,-0.010000000000000231,Indianapolis,Puerto Vallarta Mexican Restaurant & Cantina,IN,46254,"Restaurants, Mexican"
73_dVP2t7KbEpJ40_Bt9AA,25,7,18,3.04,3.17,0.28,-0.1299999999999999,Indianapolis,Na Nails,IN,46254,"Beauty & Spas, Nail Salons"
73aSIy_TjRwGHcXEKQ8IFw,22,3,19,3.91,3.95,0.14,-0.040000000000000036,Nashville,Slim Chickens,TN,37122,"Restaurants, Sandwiches, Chicken Wings, Chicken Shop"
73drilWC1i5ZwiH5Y6JxFw,29,2,27,4.9,4.89,0.07,0.010000000000000675,Indianapolis,SIMPLICITY Cold Pressed Juice,IN,46220,"Specialty Food, Health Markets, Health & Medical, Weight Loss Centers, Food, Live/Raw Food, Juice Bars & Smoothies, Restaurants"
73esU0u3hYIPPqCScAA2HQ,212,10,202,4.44,4.46,0.05,-0.019999999999999574,Nashville,Centennial Park,TN,37236,"Active Life, Parks"
73hDGjIUi2GmFZ44eIQAMA,9,5,4,2.44,4.0,0.56,-1.56,Indianapolis,South 31 Veterinary Clinic,IN,46227,"Pets, Pet Sitting, Veterinarians, Pet Services, Pet Groomers"
742hWlXisoSxhGJmeJNkrg,375,36,339,3.86,3.96,0.1,-0.10000000000000009,Indianapolis,Indianapolis Zoo,IN,46222,"Active Life, Shopping, Zoos, Botanical Gardens, Arts & Entertainment, Parks, Gift Shops, Event Planning & Services, Flowers & Gifts, Venues & Event Spaces"
74OprXnWEpLcTwxjt5ioWQ,26,1,25,4.54,4.52,0.04,0.020000000000000462,Nashville,Banh Mi & Roll Factory,TN,37206,"Restaurants, Food, Vietnamese, Food Trucks, Sandwiches, Vegetarian"
74RALsc8f_SWlmTBd6xdKA,15,2,13,2.8,3.08,0.13,-0.28000000000000025,Indianapolis,Dairy Queen,IN,46219,"Ice Cream & Frozen Yogurt, Restaurants, Burgers, Fast Food, Food"
74XfBwMSAUyhsofuvAZQ_w,140,19,121,3.32,3.5,0.14,-0.18000000000000016,Indianapolis,Famous Dave's Bar-B-Que,IN,46268,"Restaurants, Barbeque, Comfort Food, American (Traditional)"
74fNM9S-3Beyj50CT1-2vw,12,1,11,3.92,3.82,0.08,0.10000000000000009,Nashville,Avian Glen Winery,TN,37167,"Food, Arts & Entertainment, Wineries, Wine Tasting Room"
74oi1lxFw7uPo-f9DieaDQ,33,13,20,1.64,1.65,0.39,-0.010000000000000009,Nashville,Pizza Hut,TN,37607,"Pizza, Chicken Wings, Restaurants, Italian"
759tBueAzhxR1v-4dU0OxA,30,2,28,4.83,4.82,0.07,0.009999999999999787,Nashville,HiFi Cookies,TN,37206,"Food, Desserts, Bakeries"
75kwe-FBQpXHKhulPd_hQg,13,2,11,3.62,3.64,0.15,-0.020000000000000018,Indianapolis,AT&T Store,IN,46268,"Shopping, IT Services & Computer Repair, Local Services, Telecommunications, Mobile Phones, Mobile Phone Accessories"
75mMdyLPeX7b9Dzi0qyxRw,19,7,12,3.42,3.42,0.37,0.0,Nashville,Cool Springs Laser Dentistry,TN,37027,"Health & Medical, Dentists, Medical Centers, Periodontists, Cosmetic Dentists, General Dentistry, Oral Surgeons"
75oQS8J_CST5dt8KhAnbPw,10,6,4,1.8,2.0,0.6,-0.19999999999999996,Nashville,Uptown Cleaners,TN,37075,"Laundry Services, Dry Cleaning & Laundry, Local Services"
75uCpDBTbI_X6nt8NHnibg,10,1,9,5.0,5.0,0.1,0.0,Indianapolis,Half Moon Brow Studio,IN,46225,"Eyebrow Services, Permanent Makeup, Estheticians, Skin Care, Beauty & Spas, Eyelash Service"
75vH9fBNqLIPt0jiT94-ng,5,0,5,1.4,1.4,0.0,0.0,Indianapolis,Sterling Cleaners,IN,46268,"Dry Cleaning & Laundry, Local Services, Laundry Services"
75zH6kUTxqkAJVIhuSdICQ,53,12,41,3.98,3.98,0.23,0.0,Nashville,The Urban Juicer,TN,37206,"Juice Bars & Smoothies, Acai Bowls, Breakfast & Brunch, Food, Restaurants"
76GfaYgma8u13JuRbdlifA,30,3,27,2.53,2.56,0.1,-0.03000000000000025,Nashville,Rivergate Mall,TN,37072,"Shopping Centers, Shopping"
76gG0KtXWvPM7tq7G_Qb-Q,40,10,30,3.18,3.0,0.25,0.18000000000000016,Nashville,El Dorado,TN,37146,"Restaurants, Mexican"
774V_2Xjsr1XzDwyzfTnqg,6,0,6,1.83,1.83,0.0,0.0,Indianapolis,Gurney J Bush,IN,46221,"Home Services, Home Cleaning, Plumbing, Septic Services, Local Services"
781EsVHOR92qSMkjS39epQ,189,31,158,3.78,3.94,0.16,-0.16000000000000014,Nashville,Two Bits,TN,37203,"Bars, Nightlife, Restaurants, American (New)"
78dRTpaLHe6HZpHP_HrA5A,8,2,6,4.12,3.83,0.25,0.29000000000000004,Nashville,Emmaline,TN,37064,"Shopping, Accessories, Women's Clothing, Fashion"
78e90HO_R40SyzBr4fnHSA,224,48,176,3.53,3.61,0.21,-0.08000000000000007,Indianapolis,Primanti Bros - Indianapolis,IN,46204,"American (New), Bars, Sandwiches, Salad, American (Traditional), Restaurants, Pizza, Sports Bars, Nightlife"
78xyCRB5MUebdAhhNR9qTw,134,15,119,3.54,3.55,0.11,-0.009999999999999787,Indianapolis,Claddagh Irish Pub,IN,46240,"Food, Beer, Wine & Spirits, Restaurants, Pubs, Bars, Nightlife, Irish"
78yGUXkvlchM94xegg6rpg,14,5,9,2.5,2.89,0.36,-0.3900000000000001,Nashville,Wendy's,TN,37072,"Sandwiches, Burgers, Restaurants, Fast Food"
78zTLuWcovifbB1q5SPc9Q,83,6,77,4.71,4.73,0.07,-0.020000000000000462,Indianapolis,Three Dog Bakery,IN,46204,"Pet Stores, Pets"
79L1zVhJv4admIwRVRxwsw,5,3,2,2.0,1.5,0.6,0.5,Nashville,Golden Landscapes,TN,37075,"Home Services, Landscaping, Irrigation, Lighting Fixtures & Equipment"
79aGkfKh28Dlm8zf5lATng,252,51,201,2.56,2.74,0.2,-0.18000000000000016,Nashville,AMC Dine-In Thoroughbred 20,TN,37064,"Arts & Entertainment, Cinema"
79hOqMKyyykaNscomFugXw,39,2,37,3.77,3.81,0.05,-0.040000000000000036,Nashville,Publix Super Markets,TN,37013,"Food, Grocery"
79pXD5Km-J-p2Vj22MuAdw,10,1,9,2.5,2.67,0.1,-0.16999999999999993,Nashville,Omikoshi Japanese Restaurant,TN,37607,"Japanese, Restaurants"
79pxv7g9wpq1JZXYwjaJDw,9,3,6,4.22,4.67,0.33,-0.4500000000000002,Indianapolis,Car-X Tire & Auto,IN,46268,"Auto Repair, Automotive, Tires, Transmission Repair, Oil Change Stations"
79rRKvRVTpGe8jKYGKeXYg,159,18,141,3.48,3.52,0.11,-0.040000000000000036,Indianapolis,Joella's Hot Chicken - Broad Ripple,IN,46220,"Restaurants, American (Traditional), Chicken Wings, Southern, Chicken Shop"
7A1E0o9SHFGiWyY8KUrEeg,46,17,29,4.61,4.52,0.37,0.09000000000000075,Indianapolis,Silkelicious Mac,IN,46240,"Restaurants, American (New)"
7A6m6RcLGBVa-VZikX_LrA,25,1,24,3.84,3.79,0.04,0.04999999999999982,Indianapolis,JT's Grille & Bar,IN,46220,"American (Traditional), Bars, Nightlife, Restaurants"
7ABEZ6IOOBMVcWa6NApqew,20,0,20,3.05,3.05,0.0,0.0,Indianapolis,The Blind Pig,IN,46143,"Bars, Nightlife, Sports Bars"
7ADfnOJnK7ysbAo-kBEmuQ,12,4,8,2.17,2.38,0.33,-0.20999999999999996,Nashville,Krystal,TN,37214,"Restaurants, Fast Food, Burgers"
7AFzo1VR_wPPOqaJxep0KA,27,16,11,2.63,3.09,0.59,-0.45999999999999996,Indianapolis,Spa in the City,IN,46204,"Beauty & Spas, Massage, Day Spas, Waxing, Hair Removal"
7AGd0ngTWBN5jiFoQ_PxUQ,10,1,9,4.8,4.78,0.1,0.019999999999999574,Nashville,Barrique Brewing and Blending,TN,37213,"Breweries, Food"
7ALZQc35zGG0a1SwSnExJg,5,1,4,3.0,2.5,0.2,0.5,Nashville,Subway,TN,37076,"Sandwiches, Fast Food, Restaurants"
7APwEPQhNsoF2rWkG6rYFg,17,5,12,4.47,4.33,0.29,0.13999999999999968,Nashville,Best One Tire & Service,TN,37215,"Tires, Automotive"
7AkxF0kYb_RGQ8iWeldSLg,9,0,9,4.22,4.22,0.0,0.0,Nashville,Christopher Pizza,TN,37203,"Pizza, Restaurants"
7AxYsgXh8BEeBk0yOjLIBw,16,4,12,3.69,3.58,0.25,0.10999999999999988,Indianapolis,Anytime Fitness,IN,46250,"Fitness & Instruction, Gyms, Trainers, Active Life"
7B0E1KcjuVBmHHrNyMrKwQ,5,0,5,4.4,4.4,0.0,0.0,Nashville,Gordon JCC,TN,37205,"Active Life, Swimming Lessons/Schools, Child Care & Day Care, Community Centers, Public Services & Government, Local Services, Arts & Entertainment, Gyms, Specialty Schools, Summer Camps, Fitness & Instruction, Preschools, Education"
7BCoI3DoRJRRP9p9hMES9A,5,4,1,1.2,1.0,0.8,0.19999999999999996,Nashville,Woodbridge by BH Management Services,TN,37211,"Home Services, Apartments, Property Management, Real Estate"
7BMDF_d7in05n38QT8h2cw,6,2,4,5.0,5.0,0.33,0.0,Nashville,Dana's Cafe,TN,37072,"Restaurants, American (Traditional), Cafes, Southern"
7BS7iJUUPPPSHTXBKzIR6w,6,3,3,1.0,1.0,0.5,0.0,Nashville,Royal Furniture,TN,37027,"Appliances, Home & Garden, Mattresses, Shopping, Furniture Stores"
7BXma8FFuj5B0Nj2B-4AlA,5,3,2,2.6,1.0,0.6,1.6,Nashville,Millennium Music Row,TN,37203,"Home Services, Apartments, Real Estate"
7BZnmK1UiiHS73gWabWRXg,18,2,16,3.94,4.06,0.11,-0.11999999999999966,Nashville,Goodwill Industries of Middle Tennessee,TN,37206,"Thrift Stores, Fashion, Shopping, Used, Vintage & Consignment"
7Baeo4SqYy7UCoHUrpu4uQ,9,0,9,4.56,4.56,0.0,0.0,Indianapolis,u Paint Pottery Studio,IN,46168,"Arts & Crafts, Shopping"
7BiIK58dZNSICPN4n4qWmw,29,2,27,3.55,3.59,0.07,-0.040000000000000036,Nashville,Tenno Japanese Restaurant,TN,37232,"Japanese, Restaurants, Sushi Bars"
7CBsFEzEny_Ro833RS6Acg,9,1,8,3.44,3.75,0.11,-0.31000000000000005,Nashville,Farmer's Market Deli & Grill,TN,37208,"Delis, Farmers Market, Restaurants, Food, American (Traditional)"
7CG9jWqDRVxYE6x1jqcD5w,11,1,10,3.0,3.0,0.09,0.0,Nashville,Urban Active,TN,37214,"Fitness & Instruction, Gyms, Active Life"
7CVobIKmVYlpgo2QifXlrw,33,7,26,1.85,2.0,0.21,-0.1499999999999999,Indianapolis,Wendy's,IN,46220,"Restaurants, Fast Food, Burgers"
7CacD9JZ47AYPFDdvyMGrQ,9,4,5,2.22,2.4,0.44,-0.17999999999999972,Indianapolis,Public Storage,IN,46254,"Local Services, Self Storage"
7CqEOhKpZQI-HOfK6MYgJQ,164,7,157,4.37,4.41,0.04,-0.040000000000000036,Indianapolis,Hubbard & Cravens Coffee,IN,46205,"Food, Coffee & Tea"
7Cs7ZDGCk36J1PtRBz47bw,65,6,59,3.46,3.54,0.09,-0.08000000000000007,Nashville,The Fresh Market,TN,37027,"Food, Grocery"
